refus	-1.11914116127	6	0	6	0	15.8988847596	8.93319885504	0.05
irréductible	0.18276733215	4	1	4	1	9.25502856982	9.51816135576	0.238721875541
gestes	1.27899756772	4	2	4	2	8.25502856982	9.51816135576	0.05
considérable	2.46235477545	6	4	6	4	7.25502856982	8.93319885504	0.131704165946
arabes	0.18276733215	6	2	4	1	9.25502856982	9.51816135576	0.238721875541
témoignent	-0.790947071317	3	0	3	0	15.8988847596	9.93319885504	0.05
rigoureuse	2.21832029904	12	6	12	6	6.6700660691	7.93319885504	0.05
rapproche	-0.0407914071586	5	1	5	1	9.25502856982	9.19623326087	0.328071905113
dissolution	-0.790947071317	3	0	3	0	15.8988847596	9.93319885504	0.05
déjà	0.425853313567	42	10	42	10	5.93310047493	6.12584393298	0.258141647433
commercialisation	2.3752278033	4	3	4	3	7.6700660691	9.51816135576	0.238721875541
consiste	1.13075196009	11	4	11	4	7.25502856982	8.05872973712	0.104339695399
xviième	-0.790947071317	3	0	3	0	15.8988847596	9.93319885504	0.05
présentation	1.06353995739	15	5	15	5	6.93310047493	7.61127076015	0.131704165946
exceptionnel	0.474654543616	3	1	3	1	9.25502856982	9.93319885504	0.131704165946
ginzburg	0.474654543616	3	1	3	1	9.25502856982	9.93319885504	0.131704165946
manières	1.58454536848	13	5	12	5	6.93310047493	7.93319885504	0.0701312433488
travaux	0.375754496104	74	17	70	16	5.25502856982	5.38887833881	0.274487341867
événements	0.316995507373	12	3	12	3	7.6700660691	7.93319885504	0.238721875541
entretenue	-0.790947071317	3	0	3	0	15.8988847596	9.93319885504	0.05
sossie	-0.790947071317	3	0	3	0	15.8988847596	9.93319885504	0.05
denier	3.00585777348	3	3	3	3	7.6700660691	9.93319885504	0.05
marxisme	-1.20901715788	7	0	7	0	15.8988847596	8.7108064337	0.05
captain	0.474654543616	3	1	3	1	9.25502856982	9.93319885504	0.131704165946
fenêtres	-0.645695401896	8	0	2	0	15.8988847596	10.5181613558	0.05
célébrations	1.27899756772	4	2	4	2	8.25502856982	9.51816135576	0.05
pèse	-0.0407914071586	5	1	5	1	9.25502856982	9.19623326087	0.328071905113
imposait	0.474654543616	3	1	3	1	9.25502856982	9.93319885504	0.131704165946
définition	-0.346537930761	28	5	28	5	6.93310047493	6.7108064337	0.373058130219
devenir	-0.821597389765	23	3	23	3	7.6700660691	6.9945993997	0.491370626548
