refus	-0.73842277368	6	0	6	0	14.6991386253	8.93319885504	0.05
irréductible	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
gestes	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
considérable	-0.73842277368	6	0	6	0	14.6991386253	8.93319885504	0.05
arabes	1.05871435472	6	2	4	1	8.0552824355	9.51816135576	0.238721875541
témoignent	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
rigoureuse	-0.0848208351551	12	1	12	1	8.0552824355	7.93319885504	0.636183149696
rapproche	-0.673969563614	5	0	5	0	14.6991386253	9.19623326087	0.05
dissolution	1.3962481912	3	1	3	1	8.0552824355	9.93319885504	0.131704165946
déjà	0.614623379553	42	5	42	5	5.73335434061	6.12584393298	0.523382934429
commercialisation	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
consiste	0.00239398140816	11	1	11	1	8.0552824355	8.05872973712	0.610503013078
xviième	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
présentation	0.549798742792	15	2	15	2	7.0552824355	7.61127076015	0.483490493447
exceptionnel	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
ginzburg	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
manières	-0.0848208351551	13	2	12	1	8.0552824355	7.93319885504	0.636183149696
travaux	-0.139974970122	74	6	70	6	5.47031993478	5.38887833881	0.627999483117
événements	-1.04535948191	12	0	12	0	14.6991386253	7.93319885504	0.05
entretenue	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
sossie	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
denier	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
marxisme	4.22853717916	7	4	7	4	6.0552824355	8.7108064337	0.0647718639657
captain	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
fenêtres	-0.426037577851	8	0	2	0	14.6991386253	10.5181613558	0.05
célébrations	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
pèse	2.29859093275	5	2	5	2	7.0552824355	9.19623326087	0.0790494055453
imposait	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
définition	-0.970654902319	28	1	28	1	8.0552824355	6.7108064337	0.827715169314
devenir	-1.44996741283	23	0	23	0	14.6991386253	6.9945993997	0.05
tulet	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
paris	0.883747850083	22	3	20	3	6.47031993478	7.19623326087	0.440159695284
crises	-0.797724035217	7	0	7	0	14.6991386253	8.7108064337	0.05
prisés	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
lors	1.3962481912	3	1	3	1	8.0552824355	9.93319885504	0.131704165946
célébration	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
nguyễn	-0.602713789952	6	0	4	0	14.6991386253	9.51816135576	0.05
processus	-1.41967806784	41	1	41	1	8.0552824355	6.16060935114	0.884572966004
edward	1.3962481912	3	1	3	1	8.0552824355	9.93319885504	0.131704165946
emblématiques	-0.673969563614	5	0	5	0	14.6991386253	9.19623326087	0.05
journaux	-0.602713789952	4	0	4	0	14.6991386253	9.51816135576	0.05
rebelles	-0.521876373105	3	0	3	0	14.6991386253	9.93319885504	0.05
